food_code,food_name,category,kcal_100g,protein_100g,carbs_100g,fat_100g,sugars_100g,fiber_100g
10041,"Abalone or ormer or sea ear, raw","meat, egg and fish",99.6,14.4,8.69,0.83,0.0,0.0
12112,"Abondance cheese, from cow's milk",milk and milk products,393.0,27.1,0.0,31.6,0.2,0.083
2040,"Acerola juice, fresh",beverages,22.9,0.4,4.5,0.3,4.5,0.3
13055,"Acerola, flesh and skin, pitted, raw","fruits, vegetables, legumes and nuts",0.0,0.4,6.59,0.3,0.0,1.1
13404,"Acerola, flesh and skin, pitted, raw, sampled in the island of La Martinique","fruits, vegetables, legumes and nuts",0.0,0.56,0.0,0.097,0.0,0.0
31089,Agave syrup,sugar and confectionery,0.0,0.25,78.0,0.5,68.0,0.0
11168,"Aioli sauce (garlic and olive oil mayonnaise), prepacked",miscellaneous,480.0,1.13,5.44,50.2,2.61,0.25
26006,"Alaska pollock, raw","meat, egg and fish",72.6,16.3,0.51,0.61,0.0,0.17
26152,"Alaska pollock, smoked","meat, egg and fish",81.3,18.3,0.0,0.9,0.0,0.0
26179,"Albacore, in olive oil, canned, drained","meat, egg and fish",192.0,31.3,1.01,6.95,0.0,0.0
26076,"Albacore, raw","meat, egg and fish",121.0,27.2,0.0,1.37,0.0,0.0
26077,"Albacore, steamed under pressure","meat, egg and fish",165.0,30.0,0.0,5.06,0.0,0.0
15029,"Alfalfa seeds, sprouted","fruits, vegetables, legumes and nuts",29.2,3.38,0.81,0.69,0.2,1.9
15032,"Alfalfa, seeds","fruits, vegetables, legumes and nuts",426.0,29.7,39.3,12.6,0.0,7.9
11240,"Algerian style sauce, prepacked",miscellaneous,486.0,1.76,14.0,46.8,10.6,0.9
24664,"Almond cake, financier, prepacked",sugar and confectionery,447.0,8.26,44.3,25.7,34.6,2.3
18107,"Almond drink, plain, no added sugars, not fortified, prepacked",beverages,35.8,1.06,0.68,3.2,0.0,0.5
18111,"Almond drink, prepacked (average)",beverages,35.8,1.06,0.68,3.2,0.0,0.5
18110,"Almond drink, with sugar(s), fortified with calcium, prepacked",beverages,43.9,0.69,3.96,2.8,3.44,0.5
17030,Almond oil,fats and oils,900.0,0.0,0.0,100.0,0.0,0.0
15042,"Almond, grilled, salted","fruits, vegetables, legumes and nuts",647.0,20.0,12.2,53.9,3.94,8.46
15062,"Almond, grilled, salted, smoked","fruits, vegetables, legumes and nuts",629.0,18.6,9.01,54.0,4.56,8.25
15041,"Almond, peeled, no added salt","fruits, vegetables, legumes and nuts",631.0,21.4,8.76,52.5,4.63,9.9
15000,"Almond, with peel, no added salt","fruits, vegetables, legumes and nuts",615.0,18.8,9.51,51.3,4.2,12.5
18306,"Aloe vera beverage, with sugar(s)",beverages,32.9,0.094,8.11,0.0,6.4,0.069
9345,"Amaranth, raw",cereal products,369.0,13.5,58.6,7.02,1.68,6.7
26001,"American bass, raw","meat, egg and fish",113.0,20.3,0.0,3.58,0.0,0.0
10048,"American or Canadian sea scallop, without coral, raw","meat, egg and fish",81.3,17.3,1.78,0.54,0.0,0.0
11167,"American-style sauce, prepacked",miscellaneous,409.0,1.34,9.99,39.8,6.05,1.0
26000,"Anchovy, fillets, marinated in oil, semi-preserved, drained","meat, egg and fish",167.0,20.6,0.47,9.08,0.0,0.5
26692,"Anchovy, fillets, marinated in oriental style (oil,chili pepper…), semi-preserved, drained","meat, egg and fish",165.0,19.6,0.48,9.19,0.0,1.09
25999,"Anchovy, fillets, rolled with capers, salted, in oil, semi-preserved, drained","meat, egg and fish",195.0,22.9,1.56,10.6,0.0,0.98
26177,"Anchovy, fillets, salted, in oil, semi-preserved, drained","meat, egg and fish",199.0,24.9,0.0,11.0,0.0,0.0
26694,"Anchovy, fillets, salted, in olive oil, semi-preserved, drained","meat, egg and fish",197.0,25.0,1.36,9.9,0.0,1.1
26693,"Anchovy, fillets, salted, in sunflower oil, semi-preserved, drained","meat, egg and fish",211.0,24.5,0.54,12.3,0.0,1.5
26700,"Anchovy, marinated, semi-preserved, drained (average)","meat, egg and fish",186.0,20.3,0.48,11.3,0.0,0.73
26079,"Anchovy, raw","meat, egg and fish",129.0,18.6,0.0,6.07,0.0,0.0
11243,"Andalusian style sauce, prepacked",miscellaneous,548.0,1.61,8.03,56.5,5.77,0.7
26208,"Anglerfish (Lophius budegassa), raw","meat, egg and fish",70.2,16.7,0.0,0.37,0.0,0.0
26081,"Anglerfish, grilled/pan-fried without added fat","meat, egg and fish",98.2,23.0,0.0,0.68,0.0,0.0
26018,"Anglerfish, raw","meat, egg and fish",67.0,15.1,0.0,0.74,0.0,0.2
1010,"Anise spirit, diluted (1+5)",beverages,0.0,0.0,0.5,0.0,0.0,0.0
1024,"Apple brandy, Calvados type",beverages,0.0,0.0,0.0,0.0,0.0,0.0
13038,"Apple compote, prepacked","fruits, vegetables, legumes and nuts",107.0,0.25,25.8,0.23,22.6,1.54
13151,"Apple compote, reduced sugar, prepacked, room temperature","fruits, vegetables, legumes and nuts",64.3,0.25,15.1,0.13,14.3,1.3
13212,"Apple compote, sugar content and temperature unknown, prepacked (average)","fruits, vegetables, legumes and nuts",93.5,0.25,22.4,0.2,20.0,1.46
23493,"Apple crumble, prepacked",sugar and confectionery,226.0,1.71,35.4,8.17,19.0,1.9
2014,"Apple juice, from concentrate",beverages,48.5,0.24,11.3,0.098,10.8,0.3
2074,"Apple juice, pure juice",beverages,48.9,0.17,11.4,0.14,10.9,0.23
2076,Apple nectar,beverages,44.9,0.14,10.9,0.075,10.6,0.1
23481,"Apple pie with custard (flour, eggs, cream, sugar, apple alcohol), from bakery",sugar and confectionery,313.0,4.44,38.7,15.0,25.8,2.5
23490,Apple tart,sugar and confectionery,227.0,2.52,32.7,8.79,20.7,3.3
23480,Apple turnover,sugar and confectionery,360.0,4.17,42.2,18.7,11.2,3.1
13085,"Apple, Canada, flesh without skin, raw","fruits, vegetables, legumes and nuts",51.1,0.4,11.6,0.1,11.0,1.6
13111,"Apple, dried","fruits, vegetables, legumes and nuts",247.0,0.93,55.0,0.32,52.5,8.7
13039,"Apple, flesh and skin, raw","fruits, vegetables, legumes and nuts",54.0,0.25,11.6,0.25,10.6,1.4
13396,"Apple, flesh without skin, raw (average)","fruits, vegetables, legumes and nuts",51.3,0.26,11.9,0.24,11.4,2.39
13175,"Apple, flesh without skin, roasted/baked","fruits, vegetables, legumes and nuts",52.7,0.16,12.9,0.5,12.6,1.0
13190,"Apple, var. Chanteclerc, flesh without skin, raw","fruits, vegetables, legumes and nuts",47.2,0.25,11.2,0.5,10.8,1.9
13191,"Apple, var. Gala, flesh without skin, raw","fruits, vegetables, legumes and nuts",51.6,0.25,11.9,0.5,11.1,1.9
13620,"Apple, var. Golden, flesh and skin,, raw","fruits, vegetables, legumes and nuts",54.1,0.25,12.8,0.5,11.5,1.4
13086,"Apple, var. Golden, flesh without skin, raw","fruits, vegetables, legumes and nuts",50.4,0.25,11.7,0.5,11.3,2.5
13122,"Apple, var. Granny Smith, flesh and skin,, raw","fruits, vegetables, legumes and nuts",48.6,0.25,10.7,0.5,10.1,2.8
13121,"Apple, var. Granny Smith, flesh without skin, raw","fruits, vegetables, legumes and nuts",51.0,0.25,11.4,0.5,10.6,2.6
13192,"Apple, var. Pink lady, flesh without skin, raw","fruits, vegetables, legumes and nuts",57.3,0.25,12.8,0.5,12.3,2.9
13176,"Apples, raw, without skin, cooked, boiled/cooked in water","fruits, vegetables, legumes and nuts",54.0,0.26,11.2,0.36,11.0,2.4
13205,"Apricot compote, prepacked","fruits, vegetables, legumes and nuts",103.0,0.72,24.1,0.1,23.3,1.47
17020,Apricot kernel oil,fats and oils,900.0,0.0,0.0,100.0,0.0,0.0
2043,Apricot nectar,beverages,58.6,0.21,13.7,0.03,11.0,0.08
13712,"Apricot, canned in light syrup, drained","fruits, vegetables, legumes and nuts",61.1,0.94,13.5,0.5,13.1,1.4
13713,"Apricot, canned in light syrup, solids and liquids","fruits, vegetables, legumes and nuts",62.5,0.81,14.0,0.043,14.0,0.83
13704,"Apricot, canned in syrup (sugar content unknown), drained (average)","fruits, vegetables, legumes and nuts",67.9,0.59,15.5,0.5,14.9,1.4
13714,"Apricot, in syrup, canned, drained","fruits, vegetables, legumes and nuts",69.6,0.5,16.0,0.5,15.3,1.4
13715,"Apricot, in syrup, canned, solids and liquids","fruits, vegetables, legumes and nuts",69.7,0.29,16.3,0.5,15.1,0.81
13001,"Apricot, pitted, dried","fruits, vegetables, legumes and nuts",239.0,2.88,59.1,0.5,34.3,8.3
13623,"Apricot, pitted, dried, rehydrated to 35-45% water","fruits, vegetables, legumes and nuts",200.0,2.31,51.1,0.4,29.9,3.5
13000,"Apricot, pitted, raw","fruits, vegetables, legumes and nuts",44.1,0.81,9.01,0.5,6.7,1.7
23494,Apricots tart,sugar and confectionery,285.0,3.18,41.0,10.7,17.5,5.9
26171,"Arctic char, raw","meat, egg and fish",103.0,19.8,0.0,2.7,0.0,0.0
17900,Argan oil,fats and oils,889.0,0.0,0.0,98.7,0.0,0.0
11111,"Armorican-style sauce, prepacked",miscellaneous,83.6,2.1,3.95,6.6,0.73,0.0
11172,"Aromatic stock cube, for fish, dehydrated",miscellaneous,260.0,5.0,7.0,23.0,4.5,2.5
20232,"Artichoke globe, base, frozen, raw","fruits, vegetables, legumes and nuts",54.5,1.89,7.02,0.42,1.89,7.54
20067,"Artichoke, canned, drained","fruits, vegetables, legumes and nuts",39.8,1.5,6.5,0.2,1.5,3.0
20156,"Artichoke, globe, base, canned, drained","fruits, vegetables, legumes and nuts",23.4,1.2,3.02,0.5,0.8,2.6
20000,"Artichoke, globe, cooked","fruits, vegetables, legumes and nuts",33.2,2.53,0.99,0.28,0.99,8.3
20155,"Artichoke, globe, heart, canned, drained","fruits, vegetables, legumes and nuts",24.2,1.8,2.31,0.5,1.2,3.2
20052,"Artichoke, globe, raw","fruits, vegetables, legumes and nuts",45.4,3.27,4.84,0.15,0.99,5.4
20074,"Artichoke, globe, steamed","fruits, vegetables, legumes and nuts",46.4,2.63,3.24,0.3,1.9,10.9
12761,"Asiago cheese, from cow's milk",milk and milk products,356.0,32.1,0.0,25.6,0.0,0.0
9863,"Asian noodles, dry, with wheat and egg, plain, raw",cereal products,371.0,11.9,71.0,3.0,0.5,4.0
9085,"Asian noodles, seasoned (beef, chicken, vegetables), cooked",starters and dishes,140.0,4.78,18.8,4.3,2.0,2.8
20349,"Asparagus, boiled/cooked in water (average)","fruits, vegetables, legumes and nuts",20.7,1.97,1.67,0.3,1.24,1.69
20076,"Asparagus, canned, drained","fruits, vegetables, legumes and nuts",20.3,1.57,1.2,0.65,1.03,1.55
20299,"Asparagus, green, boiled/cooked in water","fruits, vegetables, legumes and nuts",25.3,2.69,1.73,0.3,1.3,2.2
20279,"Asparagus, green, raw","fruits, vegetables, legumes and nuts",24.7,2.46,2.03,0.27,1.5,2.15
20282,"Asparagus, white or purple, peeled, raw","fruits, vegetables, legumes and nuts",21.0,2.2,1.62,0.12,1.62,2.1
20277,"Asparagus, white, boiled/cooked in water","fruits, vegetables, legumes and nuts",17.3,1.44,1.63,0.3,1.2,1.3
11506,"Aspartame sweetener, in tablets",sugar and confectionery,44.0,11.0,0.0,0.0,0.0,0.0
11509,"Aspartame, in powder",sugar and confectionery,18.6,1.0,3.7,0.0,3.7,0.0
26075,"Atlantic bass, raw","meat, egg and fish",89.9,16.6,0.0,2.61,0.0,0.0
26069,"Atlantic bluefin tuna, raw","meat, egg and fish",157.0,23.3,0.59,6.81,0.0,0.0
26102,"Atlantic chub mackerel, raw","meat, egg and fish",135.0,22.1,0.0,5.15,0.0,0.0
26009,"Atlantic halibut, raw","meat, egg and fish",96.5,21.2,0.0,1.31,0.0,0.0
26012,"Atlantic herring, fried","meat, egg and fish",201.0,23.0,0.0,12.1,0.0,0.0
26014,"Atlantic herring, grilled/pan-fried without added fat","meat, egg and fish",193.0,21.6,1.0,11.4,0.0,0.0
26237,"Atlantic herring, lean, raw","meat, egg and fish",111.0,18.3,0.0,4.22,0.0,0.0
26010,"Atlantic herring, marinated, or rollmops, prepacked","meat, egg and fish",189.0,13.7,1.95,13.8,0.88,0.0
26238,"Atlantic herring, oily, raw","meat, egg and fish",175.0,18.7,0.77,10.8,0.0,0.0
26011,"Atlantic herring, raw","meat, egg and fish",176.0,17.7,0.0,11.7,0.0,0.0
25998,"Atlantic herring, smoked","meat, egg and fish",163.0,18.1,0.44,9.9,0.24,1.0
26013,"Atlantic herring, smoked, canned in brine","meat, egg and fish",167.0,16.5,0.5,11.0,0.0,0.0
26232,"Atlantic herring, smoked, in oil","meat, egg and fish",168.0,15.1,2.0,11.0,0.0,0.0
20999,"Atlantic wakame (Alaria esculenta), dried or dehydrated",miscellaneous,201.0,12.2,13.3,1.5,0.04,42.9
25624,"Aubergine caviar, prepacked",miscellaneous,154.0,1.28,4.4,13.8,2.7,3.63
12521,"Auvergne blue cheese, from cow's milk",milk and milk products,342.0,20.6,0.0,29.0,0.0,0.0001
17100,Avocado oil,fats and oils,900.0,0.0,0.0,100.0,0.0,0.0
13004,"Avocado, flesh without skin, pitted, raw","fruits, vegetables, legumes and nuts",203.0,1.56,0.0,20.6,0.4,3.6
24689,Baby biscuit,baby food,439.0,7.5,73.3,12.3,24.8,2.4
20247,"Baby food jar with vegetables and starchy food, from 4-6 months",baby food,41.7,1.3,6.45,0.8,0.5,1.75
20246,"Baby food jar with vegetables, from 4-6 months",baby food,24.0,0.9,3.8,0.5,3.7,2.6
13157,"Baby food jar, fruits with banana",baby food,56.6,0.6,12.1,0.5,12.0,2.3
13158,"Baby food jar, fruits without banana",baby food,49.2,0.29,10.9,0.5,10.2,2.07
13159,"Baby fruit-based beverage, from 4/6 months",baby food,35.1,0.25,8.57,0.5,8.23,0.5
13167,"Baby instant cereal (powder to be reconstituted), from 4/6 months",baby food,393.0,5.1,88.3,1.7,12.7,1.8
13168,"Baby instant cereal (powder to be reconstituted), from 6 months",baby food,391.0,10.0,81.1,2.0,32.8,4.3
20251,"Baby meal, vegetable with milk/cream and starchy food, from 12 months",baby food,71.6,2.88,8.53,2.3,2.37,2.4
20254,"Baby meal, vegetable with milk/cream and starchy food, from 18 months",baby food,70.3,2.56,8.59,2.4,2.71,1.4
20249,"Baby meal, vegetable with milk/cream and starchy food, from 6-8 months",baby food,70.2,2.38,9.12,2.3,4.62,1.5
20250,"Baby meal, vegetable with milk/cream and starchy food, from 8-12 months",baby food,77.5,2.1,8.1,3.5,3.4,2.6
20248,"Baby meal, vegetables and starchy food, from 6-8 months",baby food,42.9,1.2,6.9,0.7,2.8,2.1
42605,"Baby meal, vegetables with meat/fish and starchy food, from 12 months",baby food,75.7,2.5,8.95,2.9,0.9,1.9
42606,"Baby meal, vegetables with meat/fish and starchy food, from 18 months",baby food,66.7,2.76,9.02,1.82,1.38,1.6
42603,"Baby meal, vegetables with meat/fish and starchy food, from 6-8 months",baby food,59.0,3.6,5.9,1.6,1.6,3.3
42604,"Baby meal, vegetables with meat/fish and starchy food, from 8-12 months",baby food,54.6,2.8,6.77,1.31,1.37,2.45
3002,"Baby milk, follow-on formula, powder",baby food,484.0,11.6,56.3,23.2,36.4,2.14
19014,"Baby milk, follow-on formula, ready to drink",baby food,65.1,1.21,8.23,2.9,5.63,0.5
19015,"Baby milk, for premature baby, ready to drink",baby food,0.0,0.0,48.5,24.7,35.0,3.55
19012,"Baby milk, growing-up milk, ready to drink",baby food,60.9,1.28,7.77,2.71,5.98,0.0
3000,"Baby milk, infant formula, powder",baby food,496.0,10.9,55.0,25.3,38.7,2.48
19013,"Baby milk, infant formula, ready to drink",baby food,71.3,1.21,8.04,3.79,6.72,0.5
13160,Baby plant-based beverage,baby food,23.2,0.25,5.8,0.5,4.97,0.5
20252,"Baby soup, with vegetables and potatoes",baby food,38.1,1.0,5.88,0.91,1.32,1.4
20253,"Baby soup, with vegetables, cereals and milk",baby food,59.5,1.5,7.19,2.5,3.23,0.9
28727,"Bacon, back","meat, egg and fish",118.0,23.1,0.7,2.6,0.2,0.0
39518,Baked Alaska,ice cream and sorbet,212.0,3.6,34.8,6.5,32.7,0.5
11045,"Baker's yeast, dehydrated",miscellaneous,341.0,42.7,14.3,6.56,0.0,26.9
11010,"Baker's yeast, fresh",miscellaneous,115.0,8.4,11.9,1.9,0.0,8.1
11046,Baking powder or raising agent,miscellaneous,108.0,0.1,26.9,0.0,0.0,0.2
23300,Baklava (oriental pastry with almonds and syrup),sugar and confectionery,459.0,10.4,49.2,24.5,39.6,1.0
20188,"Bamboo shoots, canned, drained","fruits, vegetables, legumes and nuts",19.3,1.63,1.9,0.31,1.89,1.2
20198,"Bamboo shoots, raw","fruits, vegetables, legumes and nuts",29.1,2.6,2.57,0.3,2.57,2.2
2366,Banana nectar,beverages,53.8,0.23,12.8,0.048,12.6,0.51
13089,"Banana, flesh without skin, dried","fruits, vegetables, legumes and nuts",365.0,3.89,78.4,1.81,47.3,9.9
13005,"Banana, flesh without skin, raw","fruits, vegetables, legumes and nuts",87.6,1.06,19.7,0.5,15.6,2.7
11100,"Barbecue sauce, prepacked",miscellaneous,136.0,0.56,30.3,0.6,27.5,1.2
9550,Barley flour,cereal products,337.0,10.5,64.4,1.6,0.8,10.1
9320,"Barley, wholegrain, raw",cereal products,334.0,12.5,56.2,2.3,0.8,17.3
37000,"Base for pizza (dough + cream sauce), raw",miscellaneous,261.0,7.7,51.1,2.6,1.8,1.0
37002,"Base for pizza (dough + tomato sauce), raw",miscellaneous,232.0,6.9,44.6,2.7,1.5,1.0
11032,"Basil, dried",miscellaneous,244.0,23.0,10.1,4.07,1.71,37.7
11033,"Basil, fresh",miscellaneous,35.2,3.15,3.4,0.64,0.3,1.6
23803,"Basque cake (shortbread), with cherries",sugar and confectionery,395.0,4.3,63.3,13.5,42.0,1.4
23802,"Basque cake (shortbread), with custard cream",sugar and confectionery,340.0,3.75,51.5,13.0,28.1,1.0
11170,"Basque-style sauce or tomato sauce with sweet peppers, prepacked",miscellaneous,63.1,1.17,7.41,2.71,4.46,2.09
11053,"Bay, leaves",miscellaneous,353.0,7.61,48.6,8.36,48.6,26.3
20530,"Beans, mung, mature, seeds, dried","fruits, vegetables, legumes and nuts",343.0,25.2,47.6,1.64,0.0,18.3
12105,"Beaufort cheese, from cow's milk",milk and milk products,404.0,26.7,0.72,33.0,0.1,0.063
25538,"Beef carpaccio, with marinade (oil, herbs, cheese), home-made",starters and dishes,271.0,15.2,0.55,23.0,0.5,0.36
25585,"Beef on skewer, cooked",starters and dishes,136.0,21.9,0.33,5.2,0.0,3.0
25505,"Beef on skewer, raw",starters and dishes,0.0,20.0,0.0,0.0,0.0,0.0
25065,"Beef stew with carrots, prepacked",starters and dishes,95.0,13.2,2.91,3.15,0.0,1.1
25201,"Beef tongue with Madeira wine sauce, prepacked",starters and dishes,180.0,9.5,4.5,13.5,2.5,1.0
6208,"Beef, bolar-blade, grilled/pan-fried","meat, egg and fish",144.0,26.7,0.0,4.11,0.0,0.0
6202,"Beef, bolar-blade, raw","meat, egg and fish",118.0,21.8,0.0,3.36,0.0,0.0
6214,"Beef, bolar-blade, roasted/baked","meat, egg and fish",147.0,27.3,0.0,4.2,0.0,0.0
6101,"Beef, braised","meat, egg and fish",240.0,32.1,0.0,12.4,0.0,0.0
6141,"Beef, cheek, braised or boiled","meat, egg and fish",236.0,39.2,0.0,8.82,0.0,0.0
6140,"Beef, cheek, raw","meat, egg and fish",136.0,22.3,0.4,5.02,0.0,0.0
6003,"Beef, chuck steak, raw","meat, egg and fish",201.0,19.0,1.45,13.2,0.5,0.0
6271,"Beef, chuck, braised or boiled","meat, egg and fish",251.0,36.8,0.2,11.4,0.0,0.0
6270,"Beef, chuck, raw","meat, egg and fish",144.0,21.2,0.0,6.54,0.0,0.0
6106,"Beef, eye of round, raw","meat, egg and fish",111.0,22.9,0.38,2.02,0.5,0.0
6211,"Beef, flank steak, grilled/pan-fried","meat, egg and fish",162.0,25.0,0.0,6.94,0.0,0.0
6212,"Beef, flank steak, raw","meat, egg and fish",133.0,20.4,0.0,5.67,0.0,0.0
6259,"Beef, ground, cooked (average)","meat, egg and fish",229.0,23.8,0.0,14.9,0.0,0.0
6205,"Beef, hanger steak, grilled/pan-fried","meat, egg and fish",171.0,23.0,0.0,8.8,0.0,0.0
6204,"Beef, hanger steak, raw","meat, egg and fish",138.0,19.9,0.62,6.18,0.5,0.0
6151,"Beef, knuckle, boiled/cooked in water","meat, egg and fish",161.0,31.0,0.0,4.1,0.0,0.0
6150,"Beef, knuckle, raw","meat, egg and fish",0.0,0.0,0.0,4.25,0.0,0.0
6253,"Beef, minced steak, 10% fat, cooked","meat, egg and fish",210.0,26.1,0.0,11.8,0.0,0.0
6252,"Beef, minced steak, 10% fat, raw","meat, egg and fish",170.0,20.0,0.0,10.0,0.0,0.0
6255,"Beef, minced steak, 15% fat, cooked","meat, egg and fish",239.0,23.6,0.0,16.1,0.0,0.0
6254,"Beef, minced steak, 15% fat, raw","meat, egg and fish",215.0,20.2,0.47,14.8,0.0,0.0
6257,"Beef, minced steak, 20% fat, cooked","meat, egg and fish",265.0,23.0,0.0,19.2,0.0,0.0
6256,"Beef, minced steak, 20% fat, raw","meat, egg and fish",249.0,17.2,0.0,20.0,0.0,0.0
6251,"Beef, minced steak, 5% fat, cooked","meat, egg and fish",155.0,25.5,0.0,5.85,0.0,0.0
6250,"Beef, minced steak, 5% fat, raw","meat, egg and fish",130.0,21.9,0.3,4.59,0.0,0.0
6241,"Beef, neck, braised","meat, egg and fish",184.0,33.0,0.0,5.8,0.0,0.0
6240,"Beef, neck, raw","meat, egg and fish",198.0,20.1,0.78,12.7,0.5,0.0
6310,"Beef, oxtail, boiled/cooked in water","meat, egg and fish",196.0,28.0,0.0,9.3,0.0,0.0
6311,"Beef, oxtail, raw","meat, egg and fish",203.0,21.5,0.23,12.9,0.5,0.0
6100,"Beef, rib steak, lean, grilled/pan-fried","meat, egg and fish",198.0,25.5,0.0,10.7,0.0,0.0
6103,"Beef, rib steak, raw","meat, egg and fish",231.0,19.4,0.0,17.1,0.0,0.0
6001,"Beef, rib, raw","meat, egg and fish",251.0,18.7,0.0,19.6,0.0,0.0
6210,"Beef, roast beef, roasted/baked","meat, egg and fish",126.0,24.1,0.3,3.16,0.0,0.0
6104,"Beef, round, cooked","meat, egg and fish",102.0,21.0,0.2,1.9,0.0,0.0
6102,"Beef, round, raw","meat, egg and fish",187.0,20.7,0.0,11.5,0.0,0.0
6207,"Beef, rump steak, grilled/pan-fried","meat, egg and fish",138.0,29.0,0.0,2.1,0.0,0.0
6206,"Beef, rump steak, raw","meat, egg and fish",118.0,23.5,0.4,2.5,0.0,0.0
6123,"Beef, short ribs, braised or boiled","meat, egg and fish",269.0,37.3,0.0,13.3,0.0,0.0
6122,"Beef, short ribs, raw","meat, egg and fish",287.0,18.4,0.0,23.7,0.0,0.0
6002,"Beef, shoulder, raw","meat, egg and fish",130.0,21.4,0.0,4.97,0.0,0.0
6110,"Beef, sirloin steak, grilled/pan-fried","meat, egg and fish",182.0,27.1,0.0,8.17,0.0,0.0
6111,"Beef, sirloin steak, raw","meat, egg and fish",152.0,22.3,0.6,6.74,0.0,0.0
6105,"Beef, sirloin steak, roasted/baked","meat, egg and fish",194.0,28.8,0.0,8.71,0.0,0.0
6200,"Beef, steak or beef steak, grilled/pan-fried","meat, egg and fish",128.0,27.6,0.0,1.95,0.0,0.0
6201,"Beef, steak or beef steak, raw","meat, egg and fish",229.0,18.7,0.06,17.2,0.0,0.0
6230,"Beef, stewing meat, cooked","meat, egg and fish",172.0,34.0,0.0,4.05,0.0,0.0
6231,"Beef, stewing meat, raw","meat, egg and fish",164.0,24.0,0.0,7.5,0.0,0.0
6116,"Beef, tenderloin, raw","meat, egg and fish",132.0,21.6,0.22,4.95,0.5,0.0
6131,"Beef, thin flank, grilled/pan-fried","meat, egg and fish",174.0,21.6,0.0,9.76,0.0,0.0
6130,"Beef, thin flank, raw","meat, egg and fish",154.0,19.0,0.0,8.63,0.0,0.0
6161,"Beef, topside, grilled/pan-fried","meat, egg and fish",141.0,28.7,0.0,2.92,0.0,0.0
6160,"Beef, topside, raw","meat, egg and fish",116.0,23.1,0.57,2.34,0.0,0.0
6162,"Beef, topside, roasted/baked","meat, egg and fish",146.0,29.8,0.0,3.03,0.0,0.0
30766,Beer sausage,"meat, egg and fish",319.0,13.0,0.0,29.7,0.0,0.0
5030,"Beer, alcohol-free (<1,2° alcohol), without added sugars, flavoured or unflavoured",beverages,29.4,0.2,6.08,0.053,3.27,0.5
5029,"Beer, alcohol-free, sweetened, flavoured or with fruit juice",beverages,30.6,0.2,7.36,0.041,5.5,0.19
5000,"Beer, dark",beverages,40.5,0.43,4.1,0.0,4.1,0.0
5011,"Beer, from an abbey or brewery (variable alcohol content)",beverages,47.1,0.51,3.2,0.0,0.25,0.0
5008,"Beer, low alcohol-content (3° alcohol)",beverages,35.3,0.31,4.62,0.05,1.33,0.0
5001,"Beer, regular (4-5° alcohol)",beverages,39.0,0.39,3.12,0.0,0.05,0.0
5010,"Beer, special (5-6° alcohol)",beverages,56.0,0.48,4.55,0.05,0.0,0.0
5002,"Beer, strong (>8° alcohol)",beverages,62.5,0.51,4.6,0.0,0.0,0.0
5009,"Beer, white",beverages,60.9,0.5,7.55,0.5,0.0,1.0
26258,"Beetroot salad, with sauce, prepacked",starters and dishes,59.4,1.44,5.11,3.0,4.96,2.7
20003,"Beetroot, cooked","fruits, vegetables, legumes and nuts",41.5,1.44,7.13,0.4,6.7,2.5
20091,"Beetroot, raw","fruits, vegetables, legumes and nuts",40.2,1.61,6.34,0.17,6.34,2.8
39519,Belle Helene pear (cooked pear topped with hot chocolate sauce on a bed of vanilla ice cream),ice cream and sorbet,196.0,2.74,23.5,9.57,21.0,2.76
26240,"Big-scale sand smelt (whole small fish), to fry, raw","meat, egg and fish",88.9,17.5,0.0,2.1,0.0,0.0
26159,"Bigeye scad, raw","meat, egg and fish",70.9,17.5,0.0,0.1,0.0,0.0
18347,Birch sap beverage,beverages,2.8,0.063,0.7,0.063,0.63,0.0
24000,Biscuit (cookie),sugar and confectionery,433.0,7.83,67.8,13.8,25.0,3.0
24037,Biscuit (cookie) filled with fruit paste or fruit puree,sugar and confectionery,421.0,4.93,71.6,12.3,27.2,2.0
24008,"Biscuit (cookie) filled with fruits, reduced fat",sugar and confectionery,391.0,4.69,75.3,7.2,39.9,3.0
24020,Biscuit (cookie) from whole grain cereals,sugar and confectionery,462.0,7.75,63.0,18.4,19.5,6.6
24042,"Biscuit (cookie) with cereals, fortified with vitamins and minerals",sugar and confectionery,461.0,8.96,61.9,18.3,20.1,6.54
24070,Biscuit (cookie) with coconut,sugar and confectionery,493.0,6.32,65.4,22.1,25.3,3.51
24004,"Biscuit (cookie) with fruits, low salt",sugar and confectionery,448.0,8.88,64.0,16.0,17.9,5.4
24011,"Biscuit (cookie), assortment",sugar and confectionery,515.0,6.44,61.4,26.4,39.4,2.9
24441,"Biscuit (cookie), cat tongue type",sugar and confectionery,475.0,5.27,72.7,17.8,39.7,1.55
24614,"Biscuit (cookie), hard, with almonds (e.g. canistrelli)",sugar and confectionery,454.0,9.04,68.2,15.4,37.6,3.2
24013,"Biscuit (cookie), no added sugars and with sweetener(s)",sugar and confectionery,429.0,6.23,72.1,15.7,0.11,3.93
24001,"Biscuit (cookie), plain",sugar and confectionery,438.0,7.13,74.9,11.5,25.4,3.3
24048,"Biscuit (cookie), shortbread, commercial, whith vegetal fat",sugar and confectionery,495.0,5.71,64.5,23.1,25.8,3.34
24231,"Biscuit (cookie), snack with chocolate filling",sugar and confectionery,471.0,6.31,67.5,18.5,29.2,4.7
