food_code,food_name,category,kcal_100g,protein_100g,carbs_100g,fat_100g,sugars_100g,fiber_100g
5022,"Cider, fruit-flavoured",beverages,38.4,0.25,7.07,0.6,6.57,0.0
5021,"Cider, half-dry",beverages,44.3,0.25,4.4,0.6,3.7,0.0
5007,"Cider, sweet",beverages,38.9,0.25,6.4,0.6,5.8,0.0
5020,"Cider, traditionnal",beverages,32.5,0.0,1.87,0.0,1.58,0.0
11025,"Cinnamon, powder",miscellaneous,243.0,3.99,27.5,1.24,2.17,53.1
10027,"Clam, boiled/cooked in water","meat, egg and fish",99.2,16.2,5.33,1.48,0.0,0.0
10017,"Clam, raw","meat, egg and fish",80.5,11.5,2.66,2.65,0.0,0.0
13024,"Clementine or Mandarin orange, flesh without skin, without seeds, raw","fruits, vegetables, legumes and nuts",45.5,0.81,9.17,0.5,8.6,1.7
20202,"Cloud ear fungus, dried","fruits, vegetables, legumes and nuts",0.0,7.5,0.0,0.075,0.0,0.0
11052,Cloves,miscellaneous,335.0,5.97,31.6,13.0,2.38,33.9
31028,Coated candies,sugar and confectionery,378.0,0.53,89.9,1.94,71.9,0.13
25121,Cockerel in red wine sauce,starters and dishes,133.0,13.0,4.0,7.0,1.0,1.0
10034,"Cockle, cooked","meat, egg and fish",86.9,13.6,5.64,1.1,0.0,0.0
30746,Cocktail sausage,"meat, egg and fish",290.0,12.7,1.46,25.9,1.09,0.27
11244,"Cocktail style sauce, prepacked",miscellaneous,572.0,1.33,9.2,58.7,7.85,0.78
2008,"Cocktail, alcohol-free (juices and syrup-based cocktail)",beverages,46.0,0.42,10.9,0.0,10.8,0.36
18007,"Cocktail, alcohol-free (juices based cocktail without syrup)",beverages,42.8,0.033,10.7,0.035,9.85,0.15
1022,"Cocktail, punch type, 16% alcohol, prepacked",beverages,159.0,0.6,17.8,0.6,17.8,0.5
1012,"Cocktail, rum-based",beverages,121.0,0.0,7.74,2.19,7.74,0.3
1013,"Cocktail, whisky-based",beverages,166.0,0.0,15.8,0.02,15.8,0.0
20293,"Coco bean, boiled/cooked in water","fruits, vegetables, legumes and nuts",130.0,9.63,13.7,0.5,1.1,15.8
16030,Cocoa butter,fats and oils,900.0,0.0,0.0,100.0,0.0,0.0
18101,"Cocoa or chocolate powder, for beverages, with sugar(s)",beverages,379.0,6.65,75.6,3.29,67.9,10.5
18168,"Cocoa or chocolate powder, for beverages, with sugar(s), fortified with vitamins",beverages,386.0,4.29,85.0,2.04,82.7,5.3
18167,"Cocoa or chocolate powder, for beverages, with sugar(s), fortified with vitamins and minerals",beverages,376.0,4.68,79.3,3.04,76.7,6.48
42501,Cocoa powder for baby beverage,baby food,396.0,8.5,85.0,1.9,44.5,2.2
18100,"Cocoa powder, no added sugars, powder, instant",beverages,387.0,22.4,11.6,20.6,0.9,29.5
31002,"Coconut bar, chocolate-coated",sugar and confectionery,475.0,3.88,60.2,23.8,53.0,3.0
18907,"Coconut drink, plain, prepacked",beverages,29.9,0.21,2.75,2.1,2.46,0.5
16040,Coconut fat or oil,fats and oils,897.0,0.0,0.41,99.5,0.0,0.0
16060,"Coconut fat or oil, refined",fats and oils,900.0,0.0,0.0,100.0,0.0,0.0
16050,"Coconut fat or oil, virgin",fats and oils,899.0,0.16,0.0,99.9,0.0,0.0
18041,Coconut milk,miscellaneous,199.0,1.94,4.29,19.2,2.5,0.75
18011,Coconut water,beverages,11.8,0.21,3.33,0.3,2.48,0.5
15014,"Coconut, immature kernel, fresh","fruits, vegetables, legumes and nuts",360.0,3.33,6.22,33.5,6.22,9.0
15007,"Coconut, pulp, dried","fruits, vegetables, legumes and nuts",692.0,6.83,7.81,66.8,6.93,13.7
15006,"Coconut, pulp, fresh","fruits, vegetables, legumes and nuts",369.0,3.47,4.69,34.7,4.69,10.6
17630,Cod liver oil,fats and oils,900.0,0.0,0.0,100.0,0.0,0.0
26142,"Cod liver, canned, drained","meat, egg and fish",433.0,7.25,1.0,44.4,0.0,0.0
26141,"Cod liver, raw","meat, egg and fish",623.0,5.0,1.0,66.6,0.0,0.0
26056,"Cod roe, smoked, semi-preserved","meat, egg and fish",154.0,29.0,0.1,4.2,0.0,0.0
25997,"Cod, cooked (average)","meat, egg and fish",100.0,23.3,0.0,0.76,0.0,0.0
26043,"Cod, raw","meat, egg and fish",77.4,18.1,0.0,0.57,0.0,0.2
26023,"Cod, roasted/baked","meat, egg and fish",94.6,22.3,0.0,0.6,0.0,0.0
26024,"Cod, salted, boiled/cooked in water","meat, egg and fish",113.0,26.0,0.0,1.01,0.0,0.0
26098,"Cod, salted, dried","meat, egg and fish",210.0,47.6,1.1,1.67,0.0,0.0
26025,"Cod, steamed","meat, egg and fish",106.0,24.5,0.0,0.95,0.0,0.0
19116,"Coffee flavoured milk beverage, with sugar(s), partially skimmed fortified with vitamin(s) and/or mineral(s)",beverages,50.6,2.96,8.9,0.38,8.9,0.0
19117,"Coffee flavoured milk beverage, with sugar(s), partially skimmed, not fortified",beverages,70.3,3.12,8.84,2.33,8.6,0.88
18163,"Coffee with milk or cappuccino with chocolate, powder, instant",beverages,384.0,11.2,63.0,9.0,59.0,3.5
18160,"Coffee with milk or cappuccino, powder, instant",beverages,416.0,12.2,70.1,8.8,52.0,3.3
18151,"Coffee with milk or white coffee or cappuccino, instant or non instant coffee, no added sugars, ready-to-drink",beverages,21.5,1.39,2.31,0.76,2.31,0.0
18003,"Coffee, ground",beverages,341.0,13.9,20.3,13.9,0.0,39.7
18004,"Coffee, non instant no added sugars, ready-to-drink",beverages,5.78,0.25,1.35,0.018,0.0,0.5
18005,"Coffee, powder, instant",beverages,291.0,18.5,41.9,1.1,0.0,20.0
26223,"Coho salmon, raw","meat, egg and fish",147.0,21.4,0.0,6.8,0.0,0.0
18063,"Cola, sugar(s) and sweetener(s) content unknown (average)",beverages,27.5,0.0056,6.88,0.0056,6.81,0.019
18018,"Cola, with sugar(s)",beverages,40.1,2.6e-05,10.0,2.3e-05,10.0,5.7e-05
18037,"Cola, with sugar(s) and with sweetener(s)",beverages,24.3,2.5e-05,6.07,2.5e-05,6.03,0.21
18067,"Cola, with sugar(s) and without caffeine",beverages,40.9,0.05,10.2,0.05,10.2,0.5
18060,"Cola, without added sugars and with sweetener(s)",beverages,1.04,1.9e-05,0.25,2e-05,0.04,3.8e-05
18068,"Cola, without added sugars, with sweetener(s) and no caffeine",beverages,0.058,0.083,0.13,0.083,0.13,0.5
26259,"Coleslaw salad, with sauce, prepacked",starters and dishes,105.0,0.94,5.78,8.1,4.72,3.0
13202,"Colombo Papaya (fruit), mature,flesh without skin, without seeds, raw, sampled in the island La Réunion (Carica papaya L.)","fruits, vegetables, legumes and nuts",38.0,0.56,7.88,0.3,7.7,2.2
17700,Combined oil (blended vegetable oils),fats and oils,897.0,0.0,0.49,99.5,0.0,0.0
17701,Combined oil (mix of olive oil and seeds oil),fats and oils,900.0,0.0,0.0,100.0,0.0,0.0
26057,"Common dab, raw","meat, egg and fish",80.8,18.3,0.0,0.85,0.0,0.0
26103,"Common dentex, raw","meat, egg and fish",102.0,17.0,0.65,3.5,0.0,0.0
13416,"Common mandarin juice, pure juice, filtered, pasteurized, sampled in the island of La Martinique","fruits, vegetables, legumes and nuts",37.6,0.0,9.4,0.0,9.4,0.5
13417,"Common mandarin juice, pure juice, filtered, sampled in the island of La Martinique","fruits, vegetables, legumes and nuts",42.1,0.61,8.63,0.57,8.63,0.5
13425,"Common mandarin, flesh without skin, without seeds, canned in syrup, solids and liquids, sampled in the island of La Martinique","fruits, vegetables, legumes and nuts",0.0,0.0,17.4,0.0,17.4,0.7
26061,"Common sole, boiled/cooked in water","meat, egg and fish",69.0,15.0,0.0,1.0,0.0,0.0
26062,"Common sole, fried","meat, egg and fish",72.2,15.8,0.0,1.0,0.0,0.0
26248,"Common sole, grilled/pan-fried without added fat","meat, egg and fish",94.4,23.6,0.0,0.5,0.0,0.0
26058,"Common sole, raw","meat, egg and fish",77.3,18.0,0.0,0.6,0.0,0.0
26060,"Common sole, roasted/baked","meat, egg and fish",78.2,15.7,0.0,1.69,0.0,0.0
26059,"Common sole, steamed","meat, egg and fish",94.6,20.3,0.0,1.48,0.0,0.0
12110,"Comté cheese, from cow's milk",milk and milk products,413.0,27.8,0.0,33.8,0.0,0.0
18059,"Concentrate beverage (to be diluted), no added sugars and with sweeteners, ""syrup 0%"" type",beverages,19.5,0.25,3.79,0.5,0.66,0.7
19026,"Condensed milk, no added sugars, whole",milk and milk products,119.0,6.44,9.91,5.9,9.47,3.0
19027,"Condensed milk, with sugar(s), whole",milk and milk products,327.0,7.7,56.5,7.87,56.5,0.0
24685,"Cone, wafer for ice cream",sugar and confectionery,401.0,7.5,80.4,5.0,25.6,2.0
26127,"Conger, raw","meat, egg and fish",127.0,18.3,3.15,4.6,0.0,0.0
28925,"Cooked ham, Parisian-style, rind less defatted","meat, egg and fish",115.0,20.0,1.08,3.42,0.0,0.0
28910,"Cooked ham, choice","meat, egg and fish",125.0,19.5,1.7,4.5,1.7,0.08
28913,"Cooked ham, choice, rind less defatted","meat, egg and fish",115.0,19.6,1.88,3.24,1.32,0.15
28912,"Cooked ham, choice, with rind","meat, egg and fish",137.0,19.4,0.55,6.3,0.2,0.0
28963,"Cooked ham, from chicken, in slices","meat, egg and fish",105.0,20.7,1.39,1.79,1.13,0.53
28965,"Cooked ham, from poultry, low salt, in slices","meat, egg and fish",108.0,21.3,1.6,1.65,1.23,0.71
28964,"Cooked ham, from turkey, in slices","meat, egg and fish",99.3,20.9,0.023,1.67,0.023,0.39
28803,"Cooked ham, smoked","meat, egg and fish",135.0,20.0,0.79,5.8,0.62,0.1
28900,"Cooked ham, superior quality","meat, egg and fish",113.0,21.0,0.76,2.83,0.69,0.19
28902,"Cooked ham, superior quality, rind less","meat, egg and fish",117.0,20.5,0.77,3.52,0.76,0.05
28906,"Cooked ham, superior quality, rind less defatted","meat, egg and fish",115.0,20.3,0.14,3.66,0.14,0.32
28907,"Cooked ham, superior quality, rind less defatted, low salt","meat, egg and fish",121.0,20.8,0.74,3.83,0.74,0.42
28901,"Cooked ham, superior quality, with rind","meat, egg and fish",118.0,20.4,0.91,3.59,0.86,0.25
28911,"Cooked pork shoulder, choice, rind less defatted","meat, egg and fish",124.0,18.0,2.8,4.5,1.35,0.5
28924,"Cooked pork shoulder, standard, rind less defatted","meat, egg and fish",123.0,13.7,2.89,5.98,2.89,1.3
28850,Coppa,"meat, egg and fish",284.0,25.0,1.0,20.0,0.5,0.0
11094,"Coriander, fresh",miscellaneous,22.3,2.13,0.87,0.52,0.87,2.8
11026,"Coriander, seed",miscellaneous,345.0,12.4,13.0,17.8,0.0,41.9
32005,"Corn flakes, plain, fortified with vitamins and minerals",sugar and confectionery,368.0,6.88,80.0,1.0,7.59,5.5
32014,"Corn flakes, plain, not fortified",sugar and confectionery,372.0,6.88,82.4,0.7,4.12,4.6
32121,"Corn flakes, sugar frosted, fortified with vitamins and minerals",sugar and confectionery,381.0,4.25,88.6,0.5,36.4,2.3
32107,"Corn flakes, sugar frosted, not fortified",sugar and confectionery,381.0,6.22,85.4,0.96,23.4,2.8
20233,"Corn, frozen, raw","fruits, vegetables, legumes and nuts",105.0,3.28,19.8,0.78,3.78,2.8
20049,"Corn, on the cob, cooked","fruits, vegetables, legumes and nuts",106.0,3.41,18.6,1.5,4.54,2.4
20108,"Corn, on the cob, frozen, raw","fruits, vegetables, legumes and nuts",97.4,3.36,17.0,1.19,2.74,2.65
20066,"Corn, sweet, canned, drained","fruits, vegetables, legumes and nuts",105.0,2.66,18.3,1.68,2.37,3.1
28505,"Corned-beef, canned","meat, egg and fish",191.0,23.2,0.1,10.9,0.0,0.0
12762,"Corsica soft ripened cheese, from ewe's milk",milk and milk products,426.0,20.4,0.0,38.4,0.0,0.0
20171,"Cos or romaine lettuce, raw","fruits, vegetables, legumes and nuts",17.2,1.23,1.35,0.3,1.19,2.1
17170,Cottonseed oil,fats and oils,900.0,0.0,0.0,100.0,0.0,0.0
12010,"Coulommiers cheese, from cow's milk",milk and milk products,280.0,18.8,0.0,23.0,0.0,0.043
7098,"Country-style bread, French bread, multigrain and/or seeds, prepacked",cereal products,282.0,8.27,39.7,7.6,4.9,5.8
8211,Country-style pâté or terrine,"meat, egg and fish",323.0,15.5,1.5,28.2,0.62,0.0
8212,"Country-style pâté or terrine, low salt","meat, egg and fish",324.0,13.8,4.2,27.9,1.78,0.25
20021,"Courgette or zucchini, flesh and skin, cooked","fruits, vegetables, legumes and nuts",15.5,0.93,1.4,0.36,0.0,1.5
20230,"Courgette or zucchini, flesh and skin, frozen, raw","fruits, vegetables, legumes and nuts",16.5,1.08,2.0,0.13,1.11,1.48
20020,"Courgette or zucchini, flesh and skin, raw","fruits, vegetables, legumes and nuts",16.7,1.21,1.75,0.32,1.74,1.0
20313,"Courgette or zucchini, flesh and skin, roasted/baked","fruits, vegetables, legumes and nuts",20.3,1.5,3.13,0.3,2.7,1.7
20264,"Courgette or zucchini, puree","fruits, vegetables, legumes and nuts",57.3,2.8,6.5,1.9,2.3,1.5
9681,"Couscous (pre-cooked durum wheat semolina), raw",cereal products,366.0,12.3,72.7,1.32,3.5,4.5
9683,"Couscous grain, cooked, no added salt",cereal products,164.0,5.81,31.0,0.9,3.36,2.8
9686,"Couscous grain, semi-wholewheat, cooked, no added salt",cereal products,170.0,5.59,32.4,1.0,1.15,3.2
9685,"Couscous grain, wholewheat, cooked, no added salt",cereal products,142.0,4.28,26.8,1.0,1.38,3.7
25127,"Couscous royal (with different meats), prepacked",starters and dishes,132.0,7.69,14.0,4.53,1.57,2.1
25138,Couscous with chicken,starters and dishes,130.0,7.5,15.6,3.85,2.87,1.47
25107,Couscous with fish,starters and dishes,105.0,7.5,14.2,1.6,1.7,1.7
25043,"Couscous with meat or chicken, reduced fat, prepacked",starters and dishes,90.7,5.9,11.5,1.9,2.1,2.0
25152,"Couscous with meat, prepacked",starters and dishes,128.0,7.59,12.5,4.73,1.97,2.53
25029,Couscous with mutton,starters and dishes,149.0,8.31,12.2,7.2,1.38,1.3
25150,"Couscous with vegetables, prepacked",starters and dishes,108.0,4.32,16.4,2.25,2.54,2.24
10025,"Crab, boiled/cooked in water","meat, egg and fish",124.0,19.5,1.79,4.29,0.0,0.0
10039,"Crab, raw","meat, egg and fish",104.0,19.5,0.027,2.86,0.0,0.0
2381,Cranberry juice,beverages,49.8,0.0,12.1,0.13,12.1,0.1
13178,"Cranberry, dried, with sugar(s)","fruits, vegetables, legumes and nuts",332.0,0.25,76.4,1.0,72.8,5.7
13113,"Cranberry, raw","fruits, vegetables, legumes and nuts",0.0,0.88,7.6,0.17,4.04,5.65
10031,"Crayfish, cooked","meat, egg and fish",73.5,16.3,0.56,0.7,0.25,0.0
10088,"Crayfish, peeled, cooked, refrigerated, prepacked","meat, egg and fish",82.7,18.6,0.1,0.9,0.06,0.13
10030,"Crayfish, raw","meat, egg and fish",68.3,14.8,0.81,0.64,0.0,0.0
19417,"Cream 30% fat, liquid, UHT",milk and milk products,293.0,2.2,3.69,30.0,2.93,0.0
19415,"Cream 30% fat, semi-thick, UHT",milk and milk products,294.0,2.49,1.94,30.7,1.94,3.0
19410,"Cream 30% fat, thick, refrigerated",milk and milk products,285.0,2.32,1.38,29.9,1.38,3.0
19402,"Cream and similar, fat content unknown (average)",milk and milk products,248.0,2.45,2.86,25.0,2.36,0.93
19403,"Cream and similar, fat content unknown, fluid (average)",milk and milk products,244.0,2.49,3.97,24.2,3.4,0.2
19404,"Cream and similar, fat content unknownthick or semi-thick (average)",milk and milk products,165.0,2.67,4.53,14.7,2.92,0.96
19435,"Cream based preparation with aromatic herbs 12% fat, to cook",milk and milk products,128.0,3.06,2.0,12.0,2.0,0.0
19434,"Cream based preparation with aromatic herbs 19% fat, to cook",milk and milk products,195.0,3.06,3.0,19.0,3.0,0.0
19432,"Cream based preparation, light, 5% fat, fluid or thick",milk and milk products,75.0,3.06,4.5,5.0,4.5,0.0
19433,"Cream based preparation, light, about 4% fat, fluid or thick",milk and milk products,73.2,3.25,5.28,4.3,4.44,3.0
11159,Cream sauce,miscellaneous,78.2,1.08,5.9,5.55,0.73,0.17
11162,Cream sauce with herbs,miscellaneous,76.6,1.09,5.5,5.49,0.74,0.4
11192,"Cream sauce with mushrooms, prepacked",miscellaneous,75.5,1.38,6.2,5.0,1.52,0.5
11122,"Cream sauce with shallots, prepacked",miscellaneous,106.0,1.7,11.9,5.53,2.27,0.9
11161,Cream sauce with spices,miscellaneous,82.5,1.16,6.2,5.75,0.95,0.65
19436,"Cream, 12-20% fat, light, fluid, refrigerated",milk and milk products,173.0,2.96,4.3,16.0,4.2,0.0
19430,"Cream, 12-25% fat, light, semi-thick, UHT",milk and milk products,189.0,2.78,4.34,17.6,3.41,1.5
19431,"Cream, 12-25% fat, light, thick, refrigerated",milk and milk products,162.0,2.65,4.55,14.4,2.87,0.9
19411,"Cream, from Isigny, >= 35% fat",milk and milk products,382.0,2.55,3.0,40.0,2.56,0.0
23804,"Crepe filled chocolate and cerels balls, prepacked",sugar and confectionery,448.0,6.81,58.3,20.3,35.0,2.52
23821,"Crepe filled with chocolate or chocolate and hazelnut spread, home-made",sugar and confectionery,388.0,7.76,54.3,15.1,20.4,2.22
23829,"Crepe filled with chocolate, prepacked",sugar and confectionery,439.0,6.83,58.6,19.1,39.1,2.43
23820,"Crepe filled with jam, home-made",sugar and confectionery,296.0,6.51,54.0,5.74,19.4,1.0
23815,"Crepe filled with sugar, prepacked",sugar and confectionery,406.0,6.62,58.7,15.8,31.0,1.04
25625,"Crepe or buckwheat crepe, filled with fish and/or seafood, prepacked",starters and dishes,190.0,7.0,15.0,11.0,3.0,1.5
25549,"Crepe or buckwheat pancake, filled with cheese and béchamel sauce, prepacked",starters and dishes,150.0,6.5,17.0,6.0,3.08,1.0
25410,"Crepe or buckwheat pancake, filled with cheese, ham and béchamel sauce, prepacked",starters and dishes,179.0,9.83,16.3,7.9,1.01,1.77
25552,"Crepe or buckwheat pancake, filled with cheese, ham, mushrooms and béchamel sauce, prepacked",starters and dishes,144.0,6.56,14.7,6.3,2.23,1.11
25562,"Crepe or buckwheat pancake, filled with egg, ham and cheese, prepacked",starters and dishes,219.0,15.3,15.2,9.8,1.1,4.5
25409,"Crepe or buckwheat pancake, filled with ham, prepacked",starters and dishes,199.0,7.5,24.3,8.0,2.5,0.0
25649,"Crepe or buckwheat pancake, filled with lardoons and goat cheese, prepacked",starters and dishes,196.0,8.08,16.3,10.6,1.13,1.63
25581,"Crepe or buckwheat pancake, filled with mushrooms and béchamel sauce, prepacked, cooked",starters and dishes,172.0,5.5,18.5,7.7,3.16,3.4
25411,"Crepe or buckwheat pancake, filled with mushrooms and béchamel sauce, prepacked, frozen",starters and dishes,144.0,4.5,20.0,5.0,3.0,0.5
25572,"Crepe or buckwheat pancake, filled with scallops, prepacked",starters and dishes,144.0,6.1,15.5,6.2,2.3,1.0
23830,"Crepe with strawberry filling, prepacked",sugar and confectionery,351.0,4.96,64.3,7.91,39.9,1.5
23799,"Crepe, plain, prepacked, refrigerated",sugar and confectionery,257.0,6.31,41.6,6.8,19.1,2.2
23800,"Crepe, plain, prepacked, room temperature",sugar and confectionery,389.0,7.65,59.9,12.8,28.8,1.61
26157,"Crevalle jack, raw","meat, egg and fish",104.0,19.9,0.0,2.7,0.0,0.0
7412,"Crispbread, extruded and grilled, chocolate filling",sugar and confectionery,445.0,7.88,65.4,15.6,29.7,5.3
7413,"Crispbread, extruded and grilled, fruit filling",sugar and confectionery,372.0,4.22,74.9,5.1,31.3,2.6
7410,"Crispbread, extruded and grilled, plain",cereal products,385.0,9.01,75.8,3.6,7.8,4.8
7414,"Crispbread, extruded and grilled, source or rich in fibre",cereal products,376.0,9.86,71.3,3.5,5.06,7.2
7359,"Crispbread, with bran, source or rich in fibre",cereal products,342.0,9.29,57.4,3.0,1.96,21.9
7603,Croissant (average),sugar and confectionery,417.0,6.56,46.2,22.1,7.49,2.41
25418,"Croissant filled with ham and cheese, homemade",starters and dishes,264.0,7.9,24.8,14.6,2.6,1.0
26266,"Croissant filled with ham and cheese, prepacked",starters and dishes,258.0,8.92,22.0,14.5,2.77,2.0
7650,"Croissant with almonds, from bakery",sugar and confectionery,449.0,7.62,36.5,29.1,14.4,3.7
7615,"Croissant, ordinary, from bakery",sugar and confectionery,412.0,6.33,47.6,21.1,7.88,1.8
7616,"Croissant, ordinary, prepacked",sugar and confectionery,398.0,6.95,46.7,19.1,8.33,4.1
7619,"Croissant, pure butter (average)",sugar and confectionery,420.0,6.61,45.7,22.6,7.3,2.5
7620,"Croissant, pure butter, from bakery",sugar and confectionery,420.0,6.61,45.7,22.6,7.3,2.5
7621,"Croissant, pure butter, prepacked",sugar and confectionery,388.0,6.27,45.7,18.9,9.79,3.7
12833,"Crottin cheese, from goat's milk",milk and milk products,344.0,22.4,1.0,28.0,0.0,0.0
12832,"Crottin cheese, from goat's milk, from raw milk",milk and milk products,384.0,23.2,0.0,32.6,0.0,0.0
12834,"Crottin de Chavignol cheese, from goat's milk",milk and milk products,318.0,20.7,1.28,25.8,1.0,0.0
38501,"Crouton with cheese, prepacked",cereal products,535.0,8.24,52.3,32.0,4.0,2.67
38500,"Crouton with garlic, herbs or onions, prepacked",cereal products,484.0,8.87,59.0,22.9,4.33,3.37
7431,"Croutons, for spreads, prepacked",cereal products,374.0,12.3,70.0,2.85,7.5,7.0
7432,"Croutons, plain, prepacked",cereal products,459.0,9.21,62.4,17.9,3.64,3.72
10043,Crustacean or mollusc (average),"meat, egg and fish",103.0,19.5,2.47,1.66,0.0038,0.003
26260,"Cucumber salad, with fresh cream/cheese sauce, prepacked",starters and dishes,77.9,1.06,0.58,7.5,0.58,1.5
20019,"Cucumber, flesh and skin, raw","fruits, vegetables, legumes and nuts",16.8,0.65,2.87,0.11,1.67,0.5
20809,"Cucumber, flesh and skin, raw, sampled in the island of La Martinique","fruits, vegetables, legumes and nuts",0.0,0.42,0.0,0.27,0.0,0.0
20210,"Cucumber, flesh without skin, raw","fruits, vegetables, legumes and nuts",11.1,0.56,2.23,0.5,1.8,0.8
20808,"Cucumber, flesh without skin, with seeds, raw, sampled in the island of La Martinique","fruits, vegetables, legumes and nuts",0.0,0.73,0.0,0.58,0.0,0.0
11042,"Cumin, seed",miscellaneous,427.0,17.8,33.7,22.3,2.25,10.5
28800,Cured ham,"meat, egg and fish",239.0,25.9,4.27,13.2,0.75,0.0
28811,"Cured ham, from Bayonne, smoked","meat, egg and fish",243.0,28.0,4.51,12.6,0.5,0.0
28801,"Cured ham, smoked","meat, egg and fish",246.0,24.2,0.98,16.1,0.53,0.0
28804,"Cured ham, smoked, reduced fat","meat, egg and fish",142.0,27.7,0.1,3.4,0.0,0.0
30900,Cured meat and sausages (average),"meat, egg and fish",241.0,18.6,1.94,17.5,0.73,0.27
20012,"Curly endive, raw","fruits, vegetables, legumes and nuts",26.0,1.7,2.13,0.3,0.7,4.0
20219,"Curly kale, cooked","fruits, vegetables, legumes and nuts",29.7,1.9,3.63,0.4,1.25,2.0
20218,"Curly kale, raw","fruits, vegetables, legumes and nuts",49.5,4.28,4.2,0.93,2.26,3.6
11247,"Curry sauce, cold, prepacked",miscellaneous,367.0,0.88,8.49,36.5,5.01,0.58
11132,"Curry sauce, warm, prepacked",miscellaneous,77.4,1.02,10.6,3.16,5.83,1.28
11005,"Curry, powder",miscellaneous,301.0,14.5,2.63,14.0,2.63,53.2
19681,"Custard (chocolate, coffee, caramel or vanilla) topped with whipped cream, refrigerated",milk and milk products,139.0,3.09,16.1,6.48,14.6,2.0
39505,"Custard dessert, canned (average)",milk and milk products,136.0,3.53,21.5,3.51,16.4,2.12
39247,"Custard dessert, caramel, refrigerated",milk and milk products,108.0,2.88,18.1,2.68,14.2,0.078
39506,"Custard dessert, chocolate, canned",milk and milk products,138.0,3.25,21.8,3.42,16.8,3.6
39200,"Custard dessert, chocolate, refrigerated",milk and milk products,121.0,3.46,17.9,3.55,15.4,1.5
39254,"Custard dessert, chocolate, with chocolate-coated cereals, refrigerated",milk and milk products,140.0,3.85,22.5,3.78,19.3,0.38
39246,"Custard dessert, coffee, refrigerated",milk and milk products,118.0,2.86,17.3,4.09,14.4,0.075
19673,"Custard dessert, reduced fat, refrigerated",milk and milk products,78.2,3.66,12.6,1.1,11.4,1.5
39230,"Custard dessert, refrigerated (average)",milk and milk products,138.0,3.5,17.4,5.82,14.9,0.77
39511,"Custard dessert, refrigerated or canned (average)",milk and milk products,138.0,3.5,17.6,5.75,15.0,0.81
39214,"Custard dessert, vanilla, canned",milk and milk products,133.0,3.85,21.1,3.62,16.0,0.5
39229,"Custard dessert, vanilla, refrigerated",milk and milk products,103.0,2.98,16.2,2.88,13.8,0.11
39211,"Custard with eggs (small jar of chocolate or vanilla cream), refrigerated",milk and milk products,162.0,4.34,17.5,8.1,12.9,0.9
10016,"Cuttlefish, raw","meat, egg and fish",76.3,16.2,0.51,1.05,0.0,0.0
20811,"Dachine, pulp, steamed, sampled in the island of La Martinique","fruits, vegetables, legumes and nuts",0.0,1.15,0.0,0.3,0.0,0.0
13182,Dairy and cereal-based beverage for baby (average),baby food,86.0,2.22,12.6,2.78,4.72,1.11
13173,Dairy and cereal-based beverage for baby's breakfast,baby food,85.5,1.9,12.7,2.89,4.7,0.6
13170,"Dairy and cereal-based beverage for baby's breakfast, from 12 months",baby food,86.3,2.23,12.6,2.78,4.7,1.1
13163,"Dairy and cereal-based beverage for baby's breakfast, from 4/6 months",baby food,80.7,1.98,12.1,2.7,5.7,3.0
13169,"Dairy and cereal-based beverage for baby's breakfast, from 8/9 months",baby food,81.2,2.36,11.6,2.8,5.57,3.0
13161,"Dairy and cereal-based beverage for baby's dinner, with vegetables, from 4/6 months",baby food,82.1,2.14,11.6,2.83,3.71,0.9
13162,"Dairy and cereal-based beverage for baby's snack, with fruits, from 4/6 months",baby food,67.6,1.75,7.7,3.0,6.8,1.5
13171,"Dairy beverage for baby's snack from 4/6 months, with fruits (without cereals)",baby food,72.5,1.85,10.4,2.6,5.78,3.0
13164,"Dairy dessert for baby, custard type",baby food,87.0,3.32,11.3,3.1,8.55,3.0
13165,"Dairy dessert for baby, with rice or semolina",baby food,90.8,3.45,11.7,3.3,8.65,3.0
13166,"Dairy dessert for baby, with sugar(s), plain or with fruits",baby food,97.0,3.19,12.5,3.5,9.26,3.0
19686,"Dairy specialty or milk-based desert, flavoured, reduced fat, with sugar(s) and sweetener(s), refrigerated",milk and milk products,75.5,3.8,11.9,1.05,9.76,1.73
20038,"Dandelion, raw","fruits, vegetables, legumes and nuts",48.5,2.7,6.1,0.7,0.71,3.5
39233,"Dark chocolate fondant with light custard cream, refrigerated",milk and milk products,211.0,4.5,19.0,13.0,14.0,0.0
31005,"Dark chocolate, 50% cocoa, bar",sugar and confectionery,521.0,5.98,53.0,29.6,46.3,8.31
31074,"Dark chocolate, 70% cocoa, bar",sugar and confectionery,591.0,10.4,26.9,46.3,17.9,12.8
31072,"Dark chocolate, filled with mint confectionery",sugar and confectionery,445.0,2.9,70.2,16.0,69.0,4.0
31080,"Dark chocolate, filled with praliné, bar",sugar and confectionery,559.0,6.38,52.4,34.8,48.8,5.07
31085,"Dark chocolate, more than 40% cocoa, for cooking, bar",sugar and confectionery,546.0,6.39,51.4,33.1,41.6,8.76
31030,"Dark chocolate, no added sugars, with sweetener(s), bar",sugar and confectionery,525.0,8.48,34.1,42.3,2.0,10.2
31070,"Dark chocolate, with dried fruits (nuts, almonds, raisin, praliné), bar",sugar and confectionery,567.0,8.69,40.7,39.0,38.2,8.4
31069,"Dark chocolate, with fruits (orange, raspberries, pear), bar",sugar and confectionery,539.0,6.8,45.3,34.4,35.7,10.3
